,tweet_text
3308,"With elections slated for early 2021, there is clear politicisation of COVID-19 food distribution in Uganda. 

But… https://t.co/hke3i9No1R"
3309,BREAKING NEWS: Mr. Hankey tests positive for COVID-19 https://t.co/ikXeLnjmSv
3310,"RT @PTIFSD_Official: Prime minister COVID 19 fund web portal
Those who've lost their jobs because of corona crisis can apply for COVID cris…"
3311,"RT @SHomburg: Of course, this blows up the numbers. In his recent book, @AlexBerenson reports that in Washington, even deaths from gunshot…"
3312,"RT @thefirstindia: #Surat | Nearly 300 workers of diamond units in city have tested positive for #coronavirus in the last 10 days, followin…"
3313,"RT @SHomburg: In the US, a positive test is NOT required for a „corona death“:

„COVID-19 should be reported on the death certificate for a…"
3314,"RT @PiyushGoyal: Addressed CII's 12th Horasis India Meeting &amp; spoke about the discipline of citizens, preparedness of administration &amp; dedi…"
3315,How to create awareness for COVID-19 in your locality | Corona Virus fact https://t.co/z8OMt3HKA4 via @YouTube
3316,"RT @JohnP_Joseph: A team of Nigerian scientists has announced the discovery of a preventive vaccine against the novel corona virus, local m…"
3317,"@rajeshtope11 With 3,721 new corona cases getting reported in Maha in the last 24 hours with 62 deaths, d state's C… https://t.co/ZudNwNVx8O"
3318,"RT @ARYNEWSOFFICIAL: Experts rule against plasma, Dexamethasone, Actemra as viable COVID-19 cures
#ARYNews

https://t.co/qUpKQkFmho"
3319,"RT @Jon_Grundl: FYI - if you want to avoid the long waits at testing centers, you can get a home corona test from Labcorp for free! https:/…"
3320,"RT @mohgovjo: Daily Reports COVID-19 in Jordan 
#jordan #jordan_corona #jordan_coronavirus #MOHJO https://t.co/RRh8dtJ11R"
3321,RT @paathutu: Stay safe at home  #stysfewitpaathutuponga #corona #covid_19 #italy #china #iran #america #india #paathutuponga #youtube #mem…
3322,RT @nickamin20: Where are the Trump supporters who have lost loved ones to Covid-19 due to Trump's failed Corona-Virus response?
3323,RT @Analyze94358826: Virus-Drug Nod Spurs Record Rally in India’s Glenmark Pharma. Shares of India's Glenmark Pharmaceuticals ltd rises the…
3324,Stay safe at home  #stysfewitpaathutuponga #corona #covid_19 #italy #china #iran #america #india #paathutuponga… https://t.co/qVWc7L5RIK
3325,"RT @IziaDr: Stay home and fight with diseases like #Covid-19/ #Corona, #Cough, #flu ... https://t.co/WkaONpP5bf via @YouTube 

#depression…"
3326,"RT @EdmontonHabs: We wish a speedy fast recovery to those 11 @NHL Players 🏒who were reported to be tested positive for COVID-19 ""corona vir…"
3327,"RT @mannkibaat: ""Corona Warriors: Railway Women are 'Steering' Mumbai Trains for Essential Staff amid Covid-19"" https://t.co/pGyDWDKDET
#Co…"
3328,"RT @dsahni_01: The recovery rate of 55.49% is encouraging and the credit goes to all our Corona warriors, who are working 24/7 to ensure th…"
3329,The COVID-19 outbreak has rendered a lot of plans dysfunctional for individuals and businesses alike There has been… https://t.co/D15ef2ScII
3330,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3331,"#CoronavirusUpdate #COVID19 cases in #Mumbai reach 67,635 | Death toll 3,735 | Latest Updates: https://t.co/oueppNlF6a"
3332,"RT @Suvankar1532380: Community transmission of Covid-19
in Guwahati, Assam. 141 active
containment zones and 7 wards as
Covid-19 hotspots a…"
3333,The COVID-19 outbreak has rendered a lot of plans dysfunctional for individuals and businesses alike There has been… https://t.co/9neFbKZyIz
3334,RT @qas58: @zartajgulwazir @Fereeha @ZartajGWazir Please  learn the following by heart and whenever you are on air say exactly the same to…
3335,"RT @ARYNEWSOFFICIAL: Experts rule against plasma, Dexamethasone, Actemra as viable COVID-19 cures
#ARYNews

https://t.co/qUpKQkFmho"
3336,@EddieCa47393935 @BMillerFOX10 Corona Virus is not a broad term “China Virus” is very broad and very generic. The w… https://t.co/5hoe3xKVXA
3337,"Sir,colleges are opening in Uttar Pradesh instead of daily increament in COVID 19 case.
Do the gov want to play wit… https://t.co/h06WymrioF"
3338,Favipiravir has demonstrated an encouraging response in mild to moderate COVID-19 patients during clinical trials… https://t.co/C9Eo1VVt08
3339,"Experts rule against plasma, Dexamethasone, Actemra as viable COVID-19 cures
#ARYNews

https://t.co/qUpKQkFmho"
3340,"RT @CTRavi_BJP: While the World fights #Covid_19, India is fighting:

✓ Corona Virus
✓ CONgress
✓ Communists
✓ Liberals
✓ Lutyens Media
✓ U…"
3341,RT @Analyze94358826: Virus-Drug Nod Spurs Record Rally in India’s Glenmark Pharma. Shares of India's Glenmark Pharmaceuticals ltd rises the…
3342,"UT Delhi Records First Death By Infection In Prison!
https://t.co/CigkQ7SZsG
#firsttime #firstcase #Case
 #casetify… https://t.co/wMN1HAdwCW"
3343,@Eatala_Rajender @KTRoffice @TelanganaCMO @SmitaSabharwal please act in time to contain the spread of COVID 19. Ple… https://t.co/gFY03Xtqb9
3344,"RT @Fahadchauhdary: #بندے_بن_جاو
#COVIDIOTS #FathersDay #SalaamBenazir #solareclipse 

Corona or Covid-19 is not a new thing, many companie…"
3345,RT @qas58: @zartajgulwazir @Fereeha @ZartajGWazir Please  learn the following by heart and whenever you are on air say exactly the same to…
3346,"@ParepKuwait @PySajjad Its good sign, His Excellency much busy with the community activites during Covid-19.
The SP… https://t.co/u6ii8WnVGH"
3347,"FYI - if you want to avoid the long waits at testing centers, you can get a home corona test from Labcorp for free! https://t.co/13ViOAOLBB"
3348,"Sir,
All colleges are opening in Uttar Pradesh instead of daily increament in COVID 19 case.
Do the gov want to pla… https://t.co/0hs7KGHsUR"
3349,"RT @wainainaNaomi1: Covid-19 can only affect the poor and not the Rich😠
Corona issa scam.😠😠 https://t.co/Mi0DFlNsl2"
3350,"RT @SHomburg: In the US, a positive test is NOT required for a „corona death“:

„COVID-19 should be reported on the death certificate for a…"
3351,Virus-Drug Nod Spurs Record Rally in India’s Glenmark Pharma. Shares of India's Glenmark Pharmaceuticals ltd rises… https://t.co/2sPOtGUa23
3352,"Daily Reports COVID-19 in Jordan 
#jordan #jordan_corona #jordan_coronavirus #MOHJO https://t.co/RRh8dtJ11R"
3353,"Me after sneezing several times...
Mom: Besar pani kha corona jancha re
Covid 19 on neck : Got a good dye for the w… https://t.co/R903NZubIv"
3354,RT @prashantkpanda: #Puducherry Corona Update: Puducherry reports 27 new Covid-19 cases and one more death | Puducherry News - Times of Ind…
3355,"RT @GhaffarDawnNews: BREAKING NEWS: PCB confirmed that Haider Ali, Shadab and Haris Rauf tested positive for Corona as board conduct Covid…"
3356,"Its good sign, His Excellency much busy with the community activites during Covid-19.
The SPKD tele-medicine clinic… https://t.co/rY4nGJ0r0f"
3357,"Last updated: 2020-06-22 16:05:02+00:00GMT
  Coronavirus [COVID-19]
    Cases: 9099556
    Deaths: 471532

#corona… https://t.co/RNqG4Y8RSz"
3358,There are now 9.101.661 total coronavirus (COVID-19) infections worldwide. Within the infected people 471.585 have… https://t.co/ZuHf5pFjw7
3359,RT @nickamin20: Where are the Trump supporters who have lost loved ones to Covid-19 due to Trump's failed Corona-Virus response?
3360,"Community transmission of Covid-19
in Guwahati, Assam. 141 active
containment zones and 7 wards as
Covid-19 hotspot… https://t.co/ymh51imlX2"
3361,"BREAKING NEWS: PCB confirmed that Haider Ali, Shadab and Haris Rauf tested positive for Corona as board conduct Cov… https://t.co/T65lESsW4C"
3362,"RT @jimmy9_girl: In Kanpur's Government run rescue home, 57 underage girls found Corona positive, 5 of them are pregnant, two other pregnan…"
3363,"Zartaj Gul taught an anchor that COVID-19 mean there are 19 kinds of corona, she should not be blamed for her obliv… https://t.co/U98eqNdoQN"
3364,"RT @wainainaNaomi1: Covid-19 can only affect the poor and not the Rich😠
Corona issa scam.😠😠 https://t.co/Mi0DFlNsl2"
3365,"RT @TimesDemocracy: Delhi Corona Daily Report: 22 June

#Delhi reported 2909 new cases of Covid-19 in the last 24 hours while 3589 patients…"
3366,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3367,"I can’t stop thinking about how my dad came back like that ❤️ Corona virus, double pneumonia, &amp; a stroke. Now he’s… https://t.co/hG0d9m8DpI"
3368,"RT @dsahni_01: The recovery rate of 55.49% is encouraging and the credit goes to all our Corona warriors, who are working 24/7 to ensure th…"
3369,"Home Medicare4U - Tedrag Home Health Pvt Ltd
Provide well trained and qualified attendant and nursing service at ho… https://t.co/NIzt4sczL4"
3370,RT @qas58: @zartajgulwazir @Fereeha @ZartajGWazir Please  learn the following by heart and whenever you are on air say exactly the same to…
3371,"RT @TheOliveKnife: Let make this clear in our mind once for all

It is NOT COVID-19 or CORONA

It Is #ChinaVirus or #WuhanVirus"
3372,"@realDonaldTrump Especially in your state, Florida. Put the dog whistle down. You will say or do anything to steal… https://t.co/BVd6QUYhzd"
3373,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3374,RT @insafian9609: Prime minister COVID 19 web portal - an exclusive initiativeto support those who've lost their jobs due to corona pandemi…
3375,"Black Death
#pandemic #pandamic2020 #china #infection #disease #worldwide #covid #COVID2019 #covid19 #covid_19… https://t.co/3fNWfgBxMc"
3376,"@DonnaDlm71 @NotJayNow Sounds familiar.  One of my staff tested positive for COVID 19; however,  when the test was… https://t.co/wf78Po03bB"
3377,Working together in Corona times: Innovation and technology in the fight against COVID-19 | Home (EN) #innovation… https://t.co/ZaV5HKfFlE
3378,@MccahanValeen @kitsune_ichigo My ? Is in earnest; Y do ppl who distrust the govt. on all subjects suddenly fall in… https://t.co/TC92HOCQIl
3379,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3380,"RT @thefirstindia: #Jodhpur | 45 new #COVID19 cases reported today, total #Corona patients figures reached to 2459.

#Rajasthan #Corona #Co…"
3381,"@RexChapman Nice to see these young men are stepping up to help the needy.  No question asked.
Meanwhile, the older… https://t.co/yLpJw8pC3s"
3382,"#Jodhpur | 45 new #COVID19 cases reported today, total #Corona patients figures reached to 2459.

#Rajasthan… https://t.co/GjP1BLQEyb"
3383,"@ShabnamHusnain1 @qas58 @zartajgulwazir @Fereeha @ZartajGWazir Corona comes from Italy and ol d virus starts here
T… https://t.co/mJ4Ce3Mh09"
3384,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3385,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3386,Its the strangest thing...that Corona Virus is the only thing ever mentioned...if someone would do an accurate coun… https://t.co/n5rBjSqVHA
3387,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3388,RT @SianCElliott: All the evidence points to race inequality as an urgent aspect of the corona epidemic. Another review isn’t good enough -…
3389,@EddieCa47393935 @BMillerFOX10 But the problem with “China virus” is that term is very generic and broad and within… https://t.co/fQma242z82
3390,"@GFosterKnows This is the only compound which neutralizes all types of corona which infects human's i.e MERS, SARS… https://t.co/B19OfZlYpi"
3391,"We wish a speedy fast recovery to those 11 @NHL Players 🏒who were reported to be tested positive for COVID-19 ""coro… https://t.co/GQ8Y85kiV3"
3392,"RT @mnabeel14343: Prime Minister COVID-19 Fund Web Portal , under Ehsaas Program based on a transparent cash assistance system for for the…"
3393,"RT @PTILakiOfficial: Prime Minister COVID-19 Fund Web Portal , under Ehsaas Program based on a transparent cash assistance system for for t…"
3394,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3395,"RT @thefirstindia: #Maharashtra | 3721 new cases, 62 deaths and 1962 discharged cases have been reported today.

- Number of total cases ri…"
3396,"RT @JohnP_Joseph: A team of Nigerian scientists has announced the discovery of a preventive vaccine against the novel corona virus, local m…"
3397,"RT @hemantrajora_: Worrisome : Delhi Reports 2909 New cases of Corona Virus in 24 hours. 58 deaths reported. 3589 Recovered. 
 
In Total 62…"
3398,Two more #private #hospitals in #Narayanganj to provide free treatment to Corona patients: #Shamim Osman https://t.co/qP0SzqMasH
3399,"RT @TheOliveKnife: Let make this clear in our mind once for all

It is NOT COVID-19 or CORONA

It Is #ChinaVirus or #WuhanVirus"
3400,"Ensure the safety from COVID-19 Virus with Contactless Automated Hand Sanitizer Dispenser from IWM.
--
For Inquiry… https://t.co/x5GIubKmyD"
3401,"RT @SHomburg: Of course, this blows up the numbers. In his recent book, @AlexBerenson reports that in Washington, even deaths from gunshot…"
3402,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
3403,"RT @SHomburg: In the US, a positive test is NOT required for a „corona death“:

„COVID-19 should be reported on the death certificate for a…"
3404,"SINTX TECHNOLOGIES STOCK DRUG MAKES COVID-19 INACTIVE?!!! BUY NOW?!!(SINT)🚨BIOTECH STOCKS ANALYSIS!🎯 

🚨… https://t.co/qqaDse0QEh"
3405,"CHICAGO HAD ZERO SHOOTINGS AND MURDER.  DURING CHINA WUHAN CORONA VIRUS COVID 19 EPIC CENTER
PANDEMIC INFLUENZA VIR… https://t.co/eVzVbmSrbU"
3406,"Why not consider Siddha Treatment  for Corona ? when it is giving successful treatment. 

@narendramodi 
@PMOIndia… https://t.co/bOB8DRwOY7"
3407,"RT @PTIOfficialRWP: PM COVID 19 Fund Web Portal
An Exclusive initiative to support those who have lost their jobs due to corona Pandemic…"
3408,"RT @PTIOfficialRWP: COVID 19 Fund Utilisation with Transparency.
Those who have lost their jobs because of Corona Crisis can Apply for COVI…"
3409,"RT @Daniela_Vintila: Join me this Wednesday, 24/06/2020, 10:00-12:00 (CEST) for the @UNIC_EU lecture ""Protecting the diaspora? COVID-19 and…"
3410,RT @maryamimran_1: Be grateful everyday if you don’t have to wake up and hear some news of a family member/ relative getting covid-19 Be gr…
3411,"RT @TheDeshBhakt: Almost 3 months after #Lockdown, India reported over 12,000 coronavirus cases in the last 24 hours
(another biggest one-d…"
